label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
l,0.470364,0.77297,-0.0,0.46006,0.703716,-0.021774,0.416624,0.64156,-0.036247,0.384127,0.58914,-0.051151,0.380262,0.534737,-0.066078,0.341051,0.670217,-0.03181,0.2856,0.656605,-0.056542,0.246581,0.653819,-0.070232,0.213659,0.651435,-0.079472,0.330445,0.718922,-0.033152,0.341901,0.686162,-0.075069,0.392829,0.691566,-0.081002,0.42667,0.702617,-0.074654,0.334295,0.766192,-0.036523,0.362041,0.73486,-0.073356,0.408146,0.736187,-0.065425,0.436042,0.740413,-0.04951,0.344891,0.812548,-0.042343,0.36588,0.781223,-0.06418,0.401403,0.773897,-0.058815,0.421488,0.77103,-0.047828
l,0.467697,0.77715,-0.0,0.456399,0.706163,-0.020474,0.412087,0.642614,-0.033588,0.381371,0.588365,-0.047096,0.376353,0.537182,-0.060654,0.338293,0.672088,-0.032204,0.282027,0.658433,-0.056087,0.242854,0.655925,-0.069142,0.209639,0.654069,-0.078023,0.327035,0.721441,-0.033844,0.339563,0.688778,-0.074947,0.390923,0.695922,-0.080219,0.425321,0.707926,-0.073678,0.33073,0.769545,-0.037298,0.359644,0.737459,-0.073226,0.405246,0.739978,-0.065035,0.43332,0.745384,-0.049342,0.341411,0.816841,-0.043125,0.363832,0.784992,-0.064891,0.399543,0.777443,-0.059589,0.419984,0.774093,-0.04878
l,0.468495,0.774834,-0.0,0.456099,0.704648,-0.020951,0.413065,0.642742,-0.034869,0.381733,0.589876,-0.049266,0.3781,0.535405,-0.063625,0.338567,0.671452,-0.030556,0.283353,0.657504,-0.054722,0.244563,0.654221,-0.06813,0.211746,0.651437,-0.077284,0.328011,0.720494,-0.032064,0.338237,0.686788,-0.07292,0.389844,0.691923,-0.078397,0.424316,0.70342,-0.072077,0.331922,0.767918,-0.035552,0.358028,0.735273,-0.071729,0.404092,0.737506,-0.063518,0.43211,0.743042,-0.047709,0.342611,0.814677,-0.041423,0.362953,0.782263,-0.063156,0.398145,0.776026,-0.057677,0.417862,0.774802,-0.046774
l,0.472324,0.77875,-0.0,0.461608,0.706998,-0.021044,0.419115,0.645506,-0.034703,0.386662,0.594484,-0.048592,0.383782,0.53964,-0.062393,0.345573,0.673418,-0.030902,0.290623,0.658085,-0.054975,0.251965,0.65516,-0.067832,0.218749,0.652779,-0.076671,0.334423,0.722716,-0.032242,0.34208,0.684694,-0.072446,0.393632,0.693118,-0.076953,0.427201,0.708285,-0.070101,0.33749,0.770139,-0.035575,0.361792,0.734752,-0.07191,0.407988,0.738569,-0.063338,0.435266,0.745793,-0.047391,0.347525,0.816703,-0.04119,0.367166,0.782951,-0.063191,0.403288,0.776448,-0.057464,0.423396,0.774751,-0.046549
l,0.468342,0.781922,-0.0,0.459553,0.71205,-0.020997,0.416832,0.648866,-0.034515,0.386026,0.595133,-0.048317,0.385371,0.542527,-0.06221,0.341933,0.674406,-0.031796,0.285106,0.661071,-0.055707,0.245653,0.658336,-0.068872,0.212693,0.655896,-0.07776,0.330458,0.72327,-0.032854,0.341273,0.693753,-0.074253,0.392776,0.700982,-0.079645,0.427616,0.712627,-0.072805,0.333034,0.771621,-0.035745,0.360277,0.743797,-0.072012,0.406522,0.745146,-0.063765,0.435115,0.749512,-0.047586,0.342223,0.819643,-0.040982,0.362493,0.789798,-0.06243,0.398697,0.782019,-0.056607,0.419504,0.778966,-0.045254
l,0.467495,0.776461,-0.0,0.458271,0.708586,-0.020835,0.416306,0.646773,-0.035063,0.386261,0.59195,-0.049861,0.386334,0.536214,-0.064927,0.340449,0.670753,-0.031103,0.283757,0.657037,-0.05463,0.244338,0.654079,-0.067939,0.21112,0.651682,-0.077246,0.329349,0.718942,-0.032518,0.340276,0.687987,-0.073015,0.391566,0.692688,-0.078705,0.425887,0.703628,-0.072721,0.332515,0.766977,-0.035723,0.357522,0.737738,-0.071671,0.404665,0.738868,-0.063848,0.434234,0.743374,-0.0484,0.342299,0.814106,-0.041249,0.36153,0.783768,-0.063496,0.398011,0.77557,-0.058474,0.419688,0.772418,-0.04781
l,0.4709,0.777833,-0.0,0.459913,0.706484,-0.020992,0.418536,0.644873,-0.034979,0.386723,0.592542,-0.049331,0.384385,0.536696,-0.063646,0.34405,0.671776,-0.03042,0.289605,0.656468,-0.054165,0.250876,0.652894,-0.067108,0.217952,0.64956,-0.075992,0.332529,0.720994,-0.031712,0.342346,0.685952,-0.071514,0.393158,0.694716,-0.076394,0.42701,0.709006,-0.069938,0.33547,0.768726,-0.034978,0.360695,0.735217,-0.070833,0.406365,0.739229,-0.062605,0.434413,0.745604,-0.046938,0.345485,0.815523,-0.040562,0.364706,0.782886,-0.062459,0.400373,0.776861,-0.05701,0.42115,0.775022,-0.046193
l,0.466319,0.775527,-0.0,0.456775,0.706091,-0.021876,0.413745,0.643736,-0.036274,0.38114,0.591872,-0.051016,0.378096,0.537492,-0.065824,0.338336,0.671534,-0.031808,0.282348,0.657679,-0.056735,0.243127,0.654766,-0.070538,0.210244,0.65217,-0.079723,0.327649,0.720705,-0.032835,0.339128,0.689526,-0.075094,0.390964,0.695005,-0.080788,0.425481,0.7056,-0.074003,0.33117,0.768528,-0.035952,0.358899,0.738112,-0.072917,0.4047,0.739626,-0.064804,0.432266,0.744233,-0.048531,0.341257,0.815516,-0.041488,0.361651,0.783642,-0.06299,0.396886,0.776382,-0.057174,0.416741,0.774273,-0.045766
l,0.470815,0.774023,-0.0,0.45959,0.705205,-0.021103,0.416955,0.645481,-0.035325,0.384822,0.593619,-0.049872,0.38069,0.5383,-0.064399,0.343376,0.673172,-0.031403,0.288664,0.658693,-0.055531,0.249873,0.655553,-0.06857,0.216735,0.652651,-0.077556,0.332666,0.722442,-0.032823,0.341688,0.685081,-0.072651,0.392974,0.691205,-0.077226,0.426625,0.704221,-0.07077,0.336289,0.769809,-0.036226,0.361202,0.733773,-0.072197,0.407145,0.737423,-0.063567,0.43464,0.744459,-0.047877,0.346881,0.815671,-0.041975,0.36601,0.780943,-0.064304,0.402326,0.774229,-0.058788,0.423133,0.772947,-0.048013
l,0.47016,0.772959,-0.0,0.459226,0.70503,-0.021198,0.414814,0.644383,-0.034985,0.383254,0.590408,-0.049201,0.379959,0.536155,-0.063582,0.341551,0.672629,-0.031352,0.285897,0.658083,-0.05511,0.246814,0.654889,-0.068283,0.213592,0.651805,-0.077329,0.331078,0.720823,-0.032546,0.342315,0.687249,-0.073534,0.393048,0.691423,-0.079109,0.427833,0.701502,-0.0728,0.335099,0.767807,-0.035663,0.361514,0.734524,-0.07178,0.407611,0.735887,-0.063974,0.436802,0.740602,-0.048411,0.346155,0.813971,-0.041199,0.366405,0.780642,-0.063375,0.401875,0.772751,-0.058547,0.422949,0.769859,-0.047978
l,0.470567,0.774887,-0.0,0.458288,0.704291,-0.020579,0.413833,0.643597,-0.034001,0.381114,0.591899,-0.047801,0.378763,0.537793,-0.061634,0.341164,0.673192,-0.030329,0.286589,0.658598,-0.05386,0.247956,0.655114,-0.06653,0.215426,0.651723,-0.075134,0.33103,0.722087,-0.031696,0.341982,0.68754,-0.071906,0.393628,0.692082,-0.076491,0.42861,0.702747,-0.069582,0.335188,0.769314,-0.035016,0.361501,0.734288,-0.070577,0.407157,0.736907,-0.061988,0.435055,0.743019,-0.046028,0.346173,0.815818,-0.040699,0.366334,0.781146,-0.061737,0.401511,0.775178,-0.055971,0.421465,0.774547,-0.045017
m,0.451888,0.651207,-0.0,0.410744,0.573145,-0.01226,0.370073,0.534298,-0.022857,0.335264,0.529282,-0.035312,0.318242,0.525421,-0.045154,0.291442,0.590266,-0.008252,0.314807,0.543748,-0.036783,0.351168,0.52834,-0.055954,0.375973,0.523126,-0.064778,0.292922,0.633167,-0.012872,0.319007,0.578553,-0.04023,0.360665,0.5574,-0.049193,0.39019,0.54875,-0.049877,0.307759,0.669659,-0.020743,0.335047,0.616702,-0.044506,0.371504,0.59103,-0.043765,0.395769,0.578257,-0.036699,0.330293,0.698577,-0.030552,0.351499,0.656141,-0.042179,0.375375,0.633345,-0.038742,0.389763,0.621924,-0.031949
m,0.43914,0.63864,-0.0,0.413561,0.570999,-0.015166,0.378969,0.530941,-0.027034,0.349809,0.535418,-0.038972,0.335709,0.547259,-0.048221,0.300928,0.581642,-0.013954,0.318536,0.539676,-0.041719,0.35769,0.527267,-0.059704,0.384236,0.522472,-0.067848,0.301512,0.624462,-0.016841,0.322597,0.577048,-0.044165,0.365955,0.55752,-0.052318,0.396351,0.547587,-0.052026,0.315472,0.661033,-0.022802,0.336912,0.615268,-0.048822,0.375941,0.58961,-0.049259,0.401427,0.577395,-0.042536,0.337991,0.691324,-0.030329,0.359882,0.651464,-0.047002,0.385685,0.627175,-0.046595,0.400616,0.615216,-0.041142
m,0.44008,0.63595,-0.0,0.41816,0.575661,-0.015948,0.383456,0.539231,-0.027617,0.355199,0.546521,-0.038955,0.340358,0.555754,-0.047755,0.307257,0.585044,-0.012199,0.323832,0.546324,-0.040277,0.359957,0.535366,-0.059275,0.386505,0.529406,-0.067991,0.307403,0.626965,-0.014669,0.328818,0.581039,-0.042957,0.372028,0.564476,-0.052437,0.402705,0.553969,-0.05233,0.320753,0.663734,-0.020446,0.342383,0.618779,-0.046457,0.380481,0.596872,-0.047096,0.404933,0.584943,-0.040255,0.342549,0.694889,-0.027909,0.365065,0.654927,-0.04445,0.390343,0.633681,-0.044131,0.403619,0.622585,-0.038499
m,0.436618,0.639988,-0.0,0.415365,0.579233,-0.0157,0.379067,0.540418,-0.026446,0.3506,0.547744,-0.036786,0.335534,0.555913,-0.044371,0.304215,0.587024,-0.011594,0.321042,0.548636,-0.040077,0.358787,0.538603,-0.058393,0.386453,0.533751,-0.066608,0.303048,0.630082,-0.014467,0.324223,0.582871,-0.043543,0.36906,0.566487,-0.052768,0.40014,0.557068,-0.052181,0.316283,0.666999,-0.020829,0.338027,0.621449,-0.048183,0.378106,0.599729,-0.049051,0.402231,0.588753,-0.042214,0.33915,0.697128,-0.028806,0.36536,0.654535,-0.047249,0.391755,0.634414,-0.048394,0.403913,0.625386,-0.043651
m,0.435952,0.635211,-0.0,0.415542,0.576378,-0.016374,0.380417,0.539324,-0.02825,0.353726,0.553235,-0.039548,0.342779,0.570216,-0.048231,0.302897,0.585864,-0.012443,0.320532,0.548835,-0.040628,0.358245,0.537796,-0.059283,0.385244,0.532094,-0.067954,0.302153,0.6287,-0.015347,0.323991,0.583095,-0.043551,0.368012,0.565646,-0.052917,0.398253,0.555634,-0.052856,0.315807,0.665701,-0.021652,0.337578,0.62159,-0.047757,0.377167,0.59934,-0.048145,0.400884,0.588369,-0.04141,0.338932,0.695784,-0.029708,0.364068,0.654266,-0.046591,0.390068,0.63429,-0.046659,0.401829,0.626318,-0.04155
m,0.437688,0.637815,-0.0,0.416541,0.578891,-0.016124,0.380082,0.54063,-0.027181,0.350942,0.548812,-0.037486,0.335664,0.557358,-0.045125,0.305301,0.588198,-0.012954,0.322616,0.549625,-0.040073,0.360841,0.538872,-0.057735,0.38805,0.533263,-0.065838,0.305547,0.630991,-0.015284,0.326822,0.584247,-0.043031,0.370723,0.566798,-0.051657,0.401177,0.556087,-0.051009,0.319252,0.667397,-0.020813,0.341,0.622695,-0.046865,0.379991,0.599009,-0.046934,0.404369,0.58595,-0.039833,0.342134,0.697168,-0.027993,0.365822,0.656705,-0.045288,0.391781,0.635061,-0.045226,0.40471,0.624076,-0.039747
m,0.429157,0.630231,-0.0,0.407999,0.570192,-0.015857,0.37359,0.533312,-0.027778,0.346872,0.539134,-0.039561,0.338092,0.549287,-0.048606,0.296302,0.583508,-0.010987,0.31445,0.540054,-0.040726,0.352985,0.528785,-0.060032,0.38108,0.523046,-0.068521,0.296317,0.626062,-0.014149,0.316898,0.575741,-0.04354,0.361459,0.559934,-0.052021,0.392426,0.55144,-0.050615,0.310653,0.662549,-0.021077,0.332792,0.615123,-0.048425,0.373081,0.593612,-0.048082,0.397223,0.582325,-0.040001,0.333679,0.691475,-0.02976,0.358203,0.649176,-0.046331,0.384526,0.629479,-0.045522,0.396953,0.620895,-0.039471
m,0.428623,0.631512,-0.0,0.407492,0.572519,-0.016656,0.373698,0.534943,-0.029403,0.347929,0.545582,-0.041451,0.338138,0.560707,-0.050985,0.295419,0.581566,-0.014724,0.313663,0.542169,-0.042974,0.351831,0.530541,-0.061521,0.378912,0.524631,-0.070186,0.295374,0.62405,-0.017422,0.318242,0.574984,-0.045589,0.362049,0.557561,-0.054752,0.392238,0.547681,-0.054767,0.309379,0.66067,-0.023329,0.33131,0.614079,-0.049304,0.370577,0.591367,-0.04979,0.394722,0.579695,-0.043285,0.332861,0.690378,-0.030974,0.357147,0.648479,-0.047994,0.38279,0.628171,-0.04824,0.395044,0.61964,-0.04327
m,0.431351,0.634693,-0.0,0.409776,0.576227,-0.016453,0.374119,0.538375,-0.027717,0.344154,0.545048,-0.038072,0.327044,0.55321,-0.045741,0.298967,0.586086,-0.01418,0.317361,0.546899,-0.041814,0.355402,0.536258,-0.059729,0.382658,0.53075,-0.067909,0.299217,0.628519,-0.016205,0.321826,0.581284,-0.04426,0.365861,0.564761,-0.052769,0.396541,0.554475,-0.052152,0.312804,0.664939,-0.021459,0.335335,0.619591,-0.047826,0.373751,0.596535,-0.048139,0.39816,0.583505,-0.041261,0.335793,0.695353,-0.028376,0.360025,0.654988,-0.046199,0.386011,0.633099,-0.046642,0.399364,0.621139,-0.041462
m,0.419619,0.634588,-0.0,0.398517,0.575538,-0.016203,0.363077,0.539123,-0.026949,0.334889,0.543931,-0.037323,0.31975,0.549157,-0.044923,0.286972,0.584292,-0.010652,0.305654,0.545465,-0.038984,0.343664,0.535996,-0.057405,0.371094,0.530552,-0.065551,0.286386,0.627597,-0.013043,0.308922,0.580892,-0.041504,0.353439,0.56508,-0.049933,0.383973,0.555973,-0.048763,0.300096,0.665244,-0.019123,0.321211,0.620277,-0.04642,0.36184,0.599073,-0.046467,0.386551,0.587665,-0.03887,0.323087,0.695738,-0.026912,0.349073,0.654294,-0.045619,0.376227,0.634697,-0.046422,0.38919,0.625905,-0.041096
n,0.395525,0.612829,-0.0,0.378299,0.558966,-0.021625,0.362634,0.527436,-0.043171,0.364146,0.516476,-0.063563,0.371055,0.510373,-0.082177,0.28209,0.534759,-0.037761,0.338046,0.502761,-0.075968,0.383364,0.498586,-0.10077,0.415351,0.495454,-0.112635,0.289221,0.585861,-0.041166,0.350227,0.551481,-0.07567,0.394241,0.531219,-0.083519,0.423896,0.518329,-0.082232,0.311945,0.629754,-0.047674,0.374455,0.58936,-0.07102,0.39771,0.567189,-0.06524,0.405257,0.558847,-0.055422,0.340584,0.664231,-0.057193,0.388903,0.626563,-0.068,0.401677,0.605602,-0.062095,0.398793,0.597874,-0.053625
n,0.384845,0.597585,-0.0,0.367043,0.547644,-0.018734,0.351567,0.515249,-0.038277,0.350142,0.496939,-0.056913,0.35565,0.483877,-0.074037,0.281077,0.531222,-0.036007,0.339133,0.501753,-0.073604,0.38421,0.496554,-0.098275,0.4159,0.491749,-0.110626,0.29,0.583788,-0.040554,0.347291,0.552841,-0.077765,0.393784,0.533497,-0.087606,0.425038,0.521204,-0.087892,0.312,0.628163,-0.0478,0.370747,0.590935,-0.074321,0.394356,0.571803,-0.071212,0.401034,0.564513,-0.06345,0.339684,0.660505,-0.057456,0.385886,0.623703,-0.069864,0.397523,0.600972,-0.066105,0.394275,0.589418,-0.060054
n,0.385615,0.601422,-0.0,0.369028,0.549748,-0.020235,0.353043,0.515994,-0.039796,0.35257,0.494501,-0.05858,0.35918,0.479174,-0.075461,0.278955,0.532043,-0.033505,0.335043,0.49917,-0.072293,0.381595,0.493731,-0.097507,0.413585,0.489063,-0.109444,0.288275,0.582761,-0.037241,0.34768,0.551547,-0.074633,0.394438,0.530397,-0.084122,0.425068,0.516142,-0.083429,0.310778,0.626055,-0.04428,0.371988,0.589492,-0.071079,0.397674,0.567528,-0.066931,0.406257,0.55815,-0.057471,0.338218,0.65862,-0.054022,0.384493,0.625051,-0.066354,0.396636,0.602099,-0.061718,0.394038,0.590208,-0.054091
n,0.390838,0.601926,-0.0,0.3743,0.549206,-0.019116,0.358888,0.515928,-0.038623,0.359968,0.495583,-0.05751,0.36903,0.480586,-0.074679,0.284135,0.531412,-0.032885,0.339478,0.497835,-0.071179,0.385033,0.494212,-0.096305,0.417271,0.490952,-0.108617,0.291684,0.582328,-0.037662,0.349027,0.551605,-0.074717,0.396171,0.53285,-0.085177,0.427695,0.518803,-0.085559,0.313325,0.62608,-0.045502,0.373896,0.589252,-0.071849,0.400101,0.571266,-0.069213,0.408008,0.564033,-0.061391,0.340893,0.658877,-0.055881,0.388357,0.624671,-0.067856,0.401139,0.603208,-0.063795,0.398027,0.592507,-0.057183
n,0.39313,0.605171,-0.0,0.376654,0.55263,-0.019322,0.362452,0.520499,-0.039028,0.365686,0.500531,-0.058078,0.376173,0.487499,-0.075394,0.289315,0.535937,-0.034079,0.344332,0.503086,-0.073131,0.389885,0.499776,-0.099312,0.422538,0.496623,-0.112525,0.296509,0.587229,-0.039057,0.35554,0.556096,-0.076822,0.402727,0.536211,-0.087649,0.43456,0.521123,-0.08829,0.318406,0.631023,-0.04712,0.380857,0.593554,-0.073356,0.405996,0.577066,-0.070339,0.412402,0.571747,-0.062399,0.346587,0.663809,-0.057883,0.396202,0.629896,-0.070093,0.407412,0.611701,-0.066179,0.401802,0.604808,-0.059691
n,0.395515,0.608988,-0.0,0.377975,0.556901,-0.018673,0.361262,0.52264,-0.037262,0.361128,0.501426,-0.055302,0.368378,0.486505,-0.071599,0.290273,0.539777,-0.032871,0.344226,0.505632,-0.071122,0.390084,0.500255,-0.095745,0.422912,0.496207,-0.107332,0.298705,0.590537,-0.037019,0.357515,0.558756,-0.073749,0.404115,0.53755,-0.082761,0.434884,0.523067,-0.081891,0.320859,0.633477,-0.044283,0.382509,0.59415,-0.070521,0.408212,0.573128,-0.066163,0.416199,0.564842,-0.056628,0.348286,0.665633,-0.054092,0.394904,0.629312,-0.066075,0.406143,0.606504,-0.06135,0.402108,0.59499,-0.053721
n,0.394607,0.616758,-0.0,0.376465,0.565129,-0.018964,0.360488,0.536109,-0.038486,0.36231,0.518561,-0.056975,0.367779,0.50638,-0.073577,0.289528,0.547739,-0.035742,0.344856,0.51321,-0.074056,0.390698,0.509906,-0.100038,0.424096,0.506873,-0.113562,0.297346,0.598034,-0.040732,0.356899,0.565118,-0.078095,0.403453,0.545117,-0.088692,0.43482,0.530977,-0.089593,0.320151,0.641142,-0.048544,0.38169,0.604923,-0.073618,0.402016,0.590143,-0.069839,0.403902,0.586926,-0.062332,0.349267,0.674119,-0.059073,0.398634,0.638456,-0.071045,0.408415,0.618002,-0.066671,0.40131,0.609209,-0.060328
n,0.392451,0.610877,-0.0,0.376131,0.562393,-0.020204,0.360178,0.530612,-0.039867,0.358575,0.511956,-0.058397,0.362702,0.49898,-0.075295,0.288491,0.543033,-0.03615,0.345874,0.512136,-0.074671,0.391077,0.507165,-0.099585,0.42205,0.502963,-0.111577,0.297022,0.594363,-0.039765,0.355647,0.564568,-0.07685,0.401862,0.544002,-0.085915,0.432701,0.530825,-0.085376,0.319105,0.638735,-0.04645,0.379376,0.602243,-0.073751,0.405771,0.579986,-0.069479,0.415693,0.570215,-0.060158,0.346703,0.672383,-0.055657,0.392728,0.638991,-0.06924,0.405085,0.614865,-0.065213,0.403084,0.601428,-0.058098
n,0.39694,0.618498,-0.0,0.380795,0.565701,-0.01892,0.36637,0.534185,-0.03792,0.369492,0.516135,-0.056389,0.380271,0.504196,-0.07316,0.291871,0.549786,-0.031617,0.347808,0.51547,-0.069479,0.3929,0.512633,-0.094512,0.425012,0.509385,-0.106976,0.299736,0.599451,-0.03666,0.357193,0.567586,-0.073528,0.403955,0.548914,-0.084275,0.435129,0.534639,-0.084964,0.322192,0.642635,-0.044784,0.382995,0.605006,-0.071223,0.409262,0.58684,-0.06849,0.416869,0.579698,-0.060619,0.350626,0.675426,-0.055439,0.397856,0.642014,-0.067799,0.408961,0.622978,-0.063918,0.403829,0.614763,-0.057482
n,0.388521,0.624613,-0.0,0.372737,0.571636,-0.019374,0.356453,0.538177,-0.038014,0.355316,0.516943,-0.055608,0.361949,0.50252,-0.071567,0.286212,0.55037,-0.033547,0.341229,0.519371,-0.070192,0.385074,0.516073,-0.094464,0.416995,0.512519,-0.106656,0.292974,0.6007,-0.037734,0.350164,0.571025,-0.074146,0.396269,0.550823,-0.083739,0.428775,0.536598,-0.083395,0.314431,0.64436,-0.044876,0.374497,0.609235,-0.070638,0.398065,0.591688,-0.067055,0.405801,0.585828,-0.058717,0.342194,0.67758,-0.054643,0.39004,0.643744,-0.06767,0.401125,0.624311,-0.06433,0.397195,0.616262,-0.058023
n,0.394026,0.621428,-0.0,0.376829,0.569254,-0.019464,0.359257,0.536473,-0.038251,0.357772,0.517619,-0.056181,0.362844,0.502977,-0.072423,0.288909,0.55238,-0.03402,0.343988,0.51946,-0.072486,0.3895,0.514444,-0.09746,0.421476,0.509609,-0.109567,0.296841,0.604192,-0.038291,0.355266,0.572642,-0.076016,0.402021,0.553881,-0.086541,0.432536,0.540232,-0.086923,0.318567,0.648335,-0.045655,0.379258,0.610696,-0.073506,0.406031,0.592169,-0.071004,0.414101,0.584137,-0.062897,0.345894,0.681451,-0.055451,0.392578,0.646162,-0.068913,0.405639,0.624515,-0.06533,0.402676,0.613218,-0.058714
n,0.397672,0.623739,-0.0,0.382052,0.572173,-0.018643,0.367499,0.538831,-0.03763,0.368447,0.517495,-0.056147,0.37679,0.500933,-0.073074,0.293556,0.554018,-0.032256,0.348461,0.520745,-0.069914,0.393532,0.517743,-0.094571,0.425869,0.515105,-0.106548,0.301162,0.604345,-0.036987,0.358328,0.574203,-0.073309,0.405027,0.555677,-0.083282,0.436502,0.541737,-0.083422,0.322808,0.647766,-0.044738,0.383087,0.612071,-0.070759,0.409002,0.593669,-0.067651,0.417349,0.585769,-0.059467,0.35018,0.68051,-0.054976,0.396911,0.649384,-0.067123,0.408196,0.629637,-0.063096,0.404072,0.620009,-0.056401
̱,0.410115,0.660992,-0.0,0.402511,0.612454,-0.02518,0.397874,0.579699,-0.049981,0.409068,0.559923,-0.072963,0.429432,0.547848,-0.095391,0.318873,0.583575,-0.044791,0.380907,0.551205,-0.079808,0.429594,0.54418,-0.103961,0.461955,0.538721,-0.117315,0.327553,0.635119,-0.048935,0.391854,0.601256,-0.081424,0.441808,0.580775,-0.090523,0.472521,0.567089,-0.092413,0.352137,0.680009,-0.055476,0.409456,0.64414,-0.078984,0.434477,0.627272,-0.074828,0.441172,0.619825,-0.06783,0.38266,0.713455,-0.064978,0.425084,0.682245,-0.075099,0.439074,0.664873,-0.067577,0.438799,0.655783,-0.059572
̱,0.411114,0.659494,0.0,0.398219,0.602487,-0.026309,0.384911,0.572411,-0.05271,0.384453,0.56991,-0.076284,0.394062,0.577926,-0.098504,0.30045,0.57849,-0.045323,0.362049,0.545758,-0.088025,0.40745,0.539412,-0.118402,0.440143,0.534654,-0.135015,0.303719,0.627842,-0.047782,0.363277,0.590421,-0.087229,0.413644,0.57031,-0.100564,0.448452,0.558636,-0.104649,0.323799,0.673015,-0.053487,0.379651,0.632545,-0.081592,0.406504,0.614377,-0.081894,0.417486,0.609657,-0.077562,0.35238,0.708811,-0.061984,0.395838,0.67042,-0.075382,0.408545,0.650455,-0.073847,0.407064,0.643403,-0.070454
̱,0.408541,0.664043,-0.0,0.394643,0.594899,-0.017853,0.38115,0.554539,-0.036386,0.381151,0.537253,-0.0539,0.388399,0.525338,-0.069371,0.306553,0.561481,-0.032262,0.366564,0.510896,-0.068232,0.410855,0.497635,-0.092205,0.440124,0.485469,-0.104506,0.313304,0.605295,-0.037441,0.378835,0.549027,-0.072134,0.422771,0.528995,-0.078757,0.451805,0.518196,-0.076586,0.337517,0.645744,-0.045547,0.394693,0.597078,-0.069444,0.404651,0.590431,-0.063317,0.400878,0.596969,-0.0534,0.369389,0.678204,-0.056291,0.41385,0.637116,-0.06833,0.414585,0.629569,-0.063114,0.40319,0.636164,-0.055227
̱,0.40116,0.668912,0.0,0.402115,0.617182,-0.0249,0.40403,0.580583,-0.046082,0.416574,0.570121,-0.064589,0.424574,0.589879,-0.081638,0.303811,0.5896,-0.037861,0.359334,0.573145,-0.067647,0.397674,0.582131,-0.087092,0.413551,0.5893,-0.098588,0.301104,0.637774,-0.03966,0.352416,0.618229,-0.066847,0.39065,0.617149,-0.075774,0.406496,0.616965,-0.079781,0.313899,0.683934,-0.044069,0.364589,0.662698,-0.066892,0.393607,0.653462,-0.067322,0.398644,0.649825,-0.064801,0.3364,0.719131,-0.050834,0.371607,0.702421,-0.063417,0.389102,0.696163,-0.061466,0.387543,0.694281,-0.058356
̱,0.409264,0.66569,-0.0,0.402288,0.60509,-0.018824,0.397501,0.562723,-0.040038,0.406651,0.54703,-0.060431,0.422665,0.538686,-0.080333,0.318672,0.566054,-0.038883,0.381491,0.540337,-0.075126,0.425215,0.542051,-0.099792,0.454366,0.541868,-0.112192,0.319115,0.613785,-0.043534,0.383449,0.588096,-0.076694,0.430824,0.573652,-0.08623,0.461485,0.563821,-0.08792,0.335004,0.661311,-0.050385,0.387155,0.642232,-0.074518,0.413652,0.622985,-0.073696,0.424756,0.612981,-0.068004,0.357443,0.701856,-0.059133,0.384042,0.696049,-0.069191,0.391429,0.686532,-0.065062,0.389301,0.682374,-0.059206
̱,0.412177,0.668788,0.0,0.402802,0.591354,-0.0123,0.391213,0.552319,-0.028452,0.390133,0.537761,-0.044477,0.396851,0.536376,-0.058412,0.313688,0.552275,-0.024497,0.374112,0.502636,-0.059564,0.417867,0.491356,-0.085046,0.447892,0.483164,-0.099119,0.320077,0.594425,-0.032083,0.382782,0.53915,-0.066074,0.426056,0.524301,-0.077277,0.452891,0.514114,-0.079514,0.341207,0.63498,-0.041852,0.398409,0.588495,-0.063514,0.40783,0.593786,-0.060224,0.40099,0.606503,-0.053701,0.36938,0.669808,-0.05397,0.416359,0.626372,-0.063457,0.419146,0.623305,-0.058538,0.406954,0.63134,-0.052318
̱,0.401922,0.656634,0.0,0.397869,0.599495,-0.019859,0.396367,0.566366,-0.039919,0.413608,0.559364,-0.058939,0.429632,0.57303,-0.07712,0.304771,0.578555,-0.032566,0.351757,0.560045,-0.06147,0.3916,0.559487,-0.082884,0.414661,0.562354,-0.095555,0.304791,0.628831,-0.036608,0.347207,0.612665,-0.063405,0.389125,0.603287,-0.075119,0.412511,0.59976,-0.081025,0.319694,0.676077,-0.042778,0.36236,0.66303,-0.062166,0.388373,0.649701,-0.064865,0.395132,0.646191,-0.064264,0.343356,0.711415,-0.051121,0.376433,0.698532,-0.058234,0.390446,0.685435,-0.055818,0.390063,0.680291,-0.053452
